 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
      1865        12  0.214133E-03  -7727.1398  -7727.2041      0.0000
      1866        12  0.214133E-03  -7726.6859  -7726.7502      0.0000
      1867        12  0.214133E-03  -7727.1348  -7727.1991      0.0000
      1868        12  0.214133E-03  -7726.9279  -7726.9921      0.0000
      1869        12  0.214133E-03  -7726.4959  -7726.5601      0.0000
      1870        12  0.214133E-03  -7726.6655  -7726.7297      0.0000
      1871        12  0.214133E-03  -7726.6459  -7726.7102      0.0000
      1872        12  0.214133E-03  -7726.6543  -7726.7185      0.0000
      1873        12  0.214133E-03  -7726.7042  -7726.7684      0.0000
      1874        12  0.214133E-03  -7726.6759  -7726.7402      0.0000
      1875        12  0.214133E-03  -7726.6489  -7726.7132      0.0000
      1876        12  0.214133E-03  -7726.6113  -7726.6756      0.0000
      1877        12  0.214133E-03  -7726.6675  -7726.7318      0.0000
      1878        12  0.214133E-03  -7726.6315  -7726.6957      0.0000
      1879        12  0.214133E-03  -7726.6658  -7726.7301      0.0000
      1880        12  0.214133E-03  -7726.5536  -7726.6178      0.0000
      1881        12  0.214133E-03  -7726.6161  -7726.6804      0.0000
      1882        12  0.214133E-03  -7727.2081  -7727.2723      0.0000
      1883        12  0.214133E-03  -7727.2254  -7727.2896      0.0000
      1884        12  0.214133E-03  -7726.4624  -7726.5266      0.0000
      1885        12  0.214133E-03  -7727.1546  -7727.2188      0.0000
      1886        12  0.214133E-03  -7727.1645  -7727.2288      0.0000
      1887        12  0.214133E-03  -7727.1094  -7727.1736      0.0000
      1888        12  0.214133E-03  -7726.6446  -7726.7088      0.0000
      1889        12  0.214133E-03  -7727.1833  -7727.2476      0.0000
      1890        12  0.214133E-03  -7727.1041  -7727.1683      0.0000
      1891        12  0.214133E-03  -7727.0892  -7727.1534      0.0000
      1892        12  0.214133E-03  -7726.6043  -7726.6685      0.0000
      1893        12  0.214133E-03  -7726.5929  -7726.6571      0.0000
      1894        12  0.214133E-03  -7727.0793  -7727.1436      0.0000
      1895        12  0.214133E-03  -7727.1132  -7727.1774      0.0000
      1896        12  0.214133E-03  -7726.5371  -7726.6013      0.0000
      1897        12  0.214133E-03  -7726.6060  -7726.6702      0.0000
      1898        12  0.214133E-03  -7726.5926  -7726.6568      0.0000
      1899        12  0.214133E-03  -7726.6262  -7726.6905      0.0000
      1900        12  0.214133E-03  -7726.6911  -7726.7554      0.0000
      1901        12  0.214133E-03  -7726.6224  -7726.6867      0.0000
      1902        12  0.214133E-03  -7726.6206  -7726.6848      0.0000
      1903        12  0.214133E-03  -7726.5809  -7726.6451      0.0000
      1904        12  0.214133E-03  -7726.6348  -7726.6991      0.0000
      1905        12  0.214133E-03  -7726.5428  -7726.6070      0.0000
      1906        12  0.214133E-03  -7726.6237  -7726.6879      0.0000
      1907        12  0.214133E-03  -7726.5986  -7726.6628      0.0000
      1908        12  0.214133E-03  -7726.6473  -7726.7116      0.0000
      1909        12  0.214133E-03  -7726.6340  -7726.6982      0.0000
      1910        12  0.214133E-03  -7725.8547  -7725.9190      0.0000
      1911        12  0.214133E-03  -7726.5548  -7726.6190      0.0000
      1912        12  0.214133E-03  -7726.5638  -7726.6280      0.0000
      1913        12  0.214133E-03  -7726.5362  -7726.6005      0.0000
      1914        12  0.214133E-03  -7726.5619  -7726.6262      0.0000
      1915        12  0.214133E-03  -7726.6007  -7726.6650      0.0000
      1916        12  0.214133E-03  -7726.5337  -7726.5980      0.0000
      1917        12  0.214133E-03  -7726.4812  -7726.5454      0.0000
      1918        12  0.214133E-03  -7726.5363  -7726.6005      0.0000
      1919        12  0.214133E-03  -7725.9919  -7726.0561      0.0000
      1920        12  0.214133E-03  -7726.5608  -7726.6250      0.0000
      1921        12  0.214133E-03  -7726.5427  -7726.6069      0.0000
      1922        12  0.214133E-03  -7725.9350  -7725.9993      0.0000
      1923        12  0.214133E-03  -7726.0304  -7726.0946      0.0000
      1924        12  0.214133E-03  -7726.0451  -7726.1093      0.0000
      1925        12  0.214133E-03  -7726.0450  -7726.1093      0.0000
      1926        12  0.214133E-03  -7726.0872  -7726.1515      0.0000
      1927        12  0.214133E-03  -7726.0644  -7726.1286      0.0000
      1928        12  0.214133E-03  -7726.0592  -7726.1235      0.0000
      1929        12  0.214133E-03  -7725.8717  -7725.9359      0.0000
      1930        12  0.214133E-03  -7726.0673  -7726.1315      0.0000
      1931        12  0.214133E-03  -7726.0387  -7726.1030      0.0000
      1932        12  0.214133E-03  -7726.0497  -7726.1139      0.0000
      1933        12  0.214133E-03  -7726.0027  -7726.0670      0.0000
      1934        12  0.214133E-03  -7727.2456  -7727.3098      0.0000
      1935        12  0.214133E-03  -7726.4839  -7726.5482      0.0000
      1936        12  0.214133E-03  -7727.1453  -7727.2095      0.0000
      1937        12  0.214133E-03  -7726.6376  -7726.7019      0.0000
      1938        12  0.214133E-03  -7727.1420  -7727.2062      0.0000
      1939        12  0.214133E-03  -7727.1202  -7727.1844      0.0000
      1940        12  0.214133E-03  -7727.2207  -7727.2850      0.0000
      1941        12  0.214133E-03  -7727.0826  -7727.1469      0.0000
      1942        12  0.214133E-03  -7727.1400  -7727.2042      0.0000
      1943        12  0.214133E-03  -7726.8914  -7726.9557      0.0000
      1944        12  0.214133E-03  -7726.6642  -7726.7285      0.0000
      1945        12  0.214133E-03  -7726.6157  -7726.6800      0.0000
      1946        12  0.214133E-03  -7727.1423  -7727.2065      0.0000
      1947        12  0.214133E-03  -7726.5264  -7726.5907      0.0000
      1948        12  0.214133E-03  -7726.6305  -7726.6948      0.0000
      1949        12  0.214133E-03  -7726.6593  -7726.7236      0.0000
      1950        12  0.214133E-03  -7726.6064  -7726.6706      0.0000
      1951        12  0.214133E-03  -7726.7105  -7726.7747      0.0000
      1952        12  0.214133E-03  -7726.6282  -7726.6925      0.0000
      1953        12  0.214133E-03  -7726.6366  -7726.7008      0.0000
      1954        12  0.214133E-03  -7726.5999  -7726.6641      0.0000
      1955        12  0.214133E-03  -7726.5855  -7726.6497      0.0000
      1956        12  0.214133E-03  -7726.6194  -7726.6837      0.0000
      1957        12  0.214133E-03  -7726.6423  -7726.7065      0.0000
      1958        12  0.214133E-03  -7726.6011  -7726.6653      0.0000
      1959        12  0.214133E-03  -7726.4791  -7726.5433      0.0000
      1960        12  0.214133E-03  -7726.6302  -7726.6944      0.0000
      1961        12  0.214133E-03  -7727.1544  -7727.2186      0.0000
      1962        12  0.214133E-03  -7727.0945  -7727.1587      0.0000
      1963        12  0.214133E-03  -7727.1718  -7727.2360      0.0000
      1964        12  0.214133E-03  -7727.2161  -7727.2803      0.0000
      1965        12  0.214133E-03  -7726.8873  -7726.9515      0.0000
      1966        12  0.214133E-03  -7727.1147  -7727.1789      0.0000
      1967        12  0.214133E-03  -7727.1078  -7727.1720      0.0000
      1968        12  0.214133E-03  -7726.6746  -7726.7388      0.0000
      1969        12  0.214133E-03  -7727.0846  -7727.1488      0.0000
      1970        12  0.214133E-03  -7726.6219  -7726.6861      0.0000
      1971        12  0.214133E-03  -7726.5272  -7726.5915      0.0000
      1972        12  0.214133E-03  -7726.6478  -7726.7120      0.0000
      1973        12  0.214133E-03  -7726.6336  -7726.6978      0.0000
      1974        12  0.214133E-03  -7726.6595  -7726.7238      0.0000
      1975        12  0.214133E-03  -7726.6776  -7726.7419      0.0000
      1976        12  0.214133E-03  -7726.5995  -7726.6638      0.0000
      1977        12  0.214133E-03  -7726.5661  -7726.6303      0.0000
      1978        12  0.214133E-03  -7726.5863  -7726.6506      0.0000
      1979        12  0.214133E-03  -7726.6608  -7726.7251      0.0000
      1980        12  0.214133E-03  -7726.6137  -7726.6780      0.0000
      1981        12  0.214133E-03  -7726.6335  -7726.6977      0.0000
      1982        12  0.214133E-03  -7726.6023  -7726.6665      0.0000
      1983        12  0.214133E-03  -7726.3893  -7726.4536      0.0000
      1984        12  0.214133E-03  -7726.4157  -7726.4799      0.0000
      1985        12  0.214133E-03  -7726.3848  -7726.4490      0.0000
      1986        12  0.214133E-03  -7726.4010  -7726.4652      0.0000
      1987        12  0.214133E-03  -7726.4578  -7726.5220      0.0000
      1988        12  0.214133E-03  -7726.3715  -7726.4357      0.0000
      1989        12  0.214133E-03  -7726.4133  -7726.4776      0.0000
      1990        12  0.214133E-03  -7726.3794  -7726.4436      0.0000
      1991        12  0.214133E-03  -7725.9004  -7725.9646      0.0000
      1992        12  0.214133E-03  -7726.3961  -7726.4603      0.0000
      1993        12  0.214133E-03  -7726.3966  -7726.4608      0.0000
      1994        12  0.214133E-03  -7725.6798  -7725.7440      0.0000
      1995        12  0.214133E-03  -7725.8899  -7725.9541      0.0000
      1996        12  0.214133E-03  -7725.8813  -7725.9456      0.0000
      1997        12  0.214133E-03  -7725.8931  -7725.9573      0.0000
      1998        12  0.214133E-03  -7725.9681  -7726.0324      0.0000
      1999        12  0.214133E-03  -7725.8841  -7725.9483      0.0000
      2000        12  0.214133E-03  -7725.8975  -7725.9617      0.0000
      2001        12  0.214133E-03  -7725.8001  -7725.8643      0.0000
      2002        12  0.214133E-03  -7725.9132  -7725.9775      0.0000
      2003        12  0.214133E-03  -7725.8685  -7725.9327      0.0000
      2004        12  0.214133E-03  -7725.8943  -7725.9585      0.0000
      2005        12  0.214133E-03  -7725.8766  -7725.9408      0.0000
      2006        12  0.214133E-03  -7727.0673  -7727.1316      0.0000
      2007        12  0.214133E-03  -7727.0244  -7727.0886      0.0000
      2008        12  0.214133E-03  -7727.0942  -7727.1585      0.0000
      2009        12  0.214133E-03  -7727.0999  -7727.1641      0.0000
      2010        12  0.214133E-03  -7727.0096  -7727.0739      0.0000
      2011        12  0.214133E-03  -7727.0330  -7727.0973      0.0000
      2012        12  0.214133E-03  -7727.0434  -7727.1077      0.0000
      2013        12  0.214133E-03  -7726.5928  -7726.6570      0.0000
      2014        12  0.214133E-03  -7727.0072  -7727.0715      0.0000
      2015        12  0.214133E-03  -7726.5149  -7726.5791      0.0000
      2016        12  0.214133E-03  -7726.4337  -7726.4980      0.0000
      2017        12  0.214133E-03  -7726.4357  -7726.4999      0.0000
      2018        12  0.214133E-03  -7726.5590  -7726.6232      0.0000
      2019        12  0.214133E-03  -7726.5515  -7726.6158      0.0000
      2020        12  0.214133E-03  -7726.5937  -7726.6579      0.0000
      2021        12  0.214133E-03  -7726.6064  -7726.6707      0.0000
      2022        12  0.214133E-03  -7726.5283  -7726.5925      0.0000
      2023        12  0.214133E-03  -7726.5247  -7726.5889      0.0000
      2024        12  0.214133E-03  -7726.5661  -7726.6303      0.0000
      2025        12  0.214133E-03  -7726.5265  -7726.5907      0.0000
      2026        12  0.214133E-03  -7726.5871  -7726.6513      0.0000
      2027        12  0.214133E-03  -7726.5544  -7726.6186      0.0000
      2028        12  0.214133E-03  -7727.0411  -7727.1053      0.0000
      2029        12  0.214133E-03  -7727.0671  -7727.1313      0.0000
      2030        12  0.214133E-03  -7727.1581  -7727.2223      0.0000
      2031        12  0.214133E-03  -7727.0122  -7727.0764      0.0000
      2032        12  0.214133E-03  -7727.0874  -7727.1517      0.0000
      2033        12  0.214133E-03  -7727.0362  -7727.1005      0.0000
      2034        12  0.214133E-03  -7726.6032  -7726.6674      0.0000
      2035        12  0.214133E-03  -7726.5177  -7726.5819      0.0000
      2036        12  0.214133E-03  -7727.0801  -7727.1444      0.0000
      2037        12  0.214133E-03  -7726.4622  -7726.5264      0.0000
      2038        12  0.214133E-03  -7726.5458  -7726.6101      0.0000
      2039        12  0.214133E-03  -7726.4551  -7726.5193      0.0000
      2040        12  0.214133E-03  -7726.6250  -7726.6892      0.0000
      2041        12  0.214133E-03  -7726.6117  -7726.6759      0.0000
      2042        12  0.214133E-03  -7726.5579  -7726.6221      0.0000
      2043        12  0.214133E-03  -7726.5826  -7726.6468      0.0000
      2044        12  0.214133E-03  -7726.5175  -7726.5817      0.0000
      2045        12  0.214133E-03  -7726.5575  -7726.6218      0.0000
      2046        12  0.214133E-03  -7726.5813  -7726.6456      0.0000
      2047        12  0.214133E-03  -7726.6019  -7726.6661      0.0000
      2048        12  0.214133E-03  -7726.5244  -7726.5886      0.0000
      2049        12  0.214133E-03  -7727.0362  -7727.1005      0.0000
      2050        12  0.214133E-03  -7727.0830  -7727.1472      0.0000
      2051        12  0.214133E-03  -7726.5029  -7726.5672      0.0000
      2052        12  0.214133E-03  -7727.0551  -7727.1193      0.0000
      2053        12  0.214133E-03  -7726.9772  -7727.0415      0.0000
      2054        12  0.214133E-03  -7726.5608  -7726.6250      0.0000
      2055        12  0.214133E-03  -7727.0047  -7727.0690      0.0000
      2056        12  0.214133E-03  -7727.0002  -7727.0644      0.0000
      2057        12  0.214133E-03  -7726.4142  -7726.4784      0.0000
      2058        12  0.214133E-03  -7726.5755  -7726.6397      0.0000
      2059        12  0.214133E-03  -7726.5238  -7726.5881      0.0000
      2060        12  0.214133E-03  -7726.4206  -7726.4849      0.0000
      2061        12  0.214133E-03  -7726.5866  -7726.6509      0.0000
      2062        12  0.214133E-03  -7726.5165  -7726.5807      0.0000
      2063        12  0.214133E-03  -7726.5633  -7726.6276      0.0000
      2064        12  0.214133E-03  -7726.4801  -7726.5444      0.0000
      2065        12  0.214133E-03  -7726.5754  -7726.6397      0.0000
      2066        12  0.214133E-03  -7726.5091  -7726.5734      0.0000
      2067        12  0.214133E-03  -7726.5049  -7726.5691      0.0000
      2068        12  0.214133E-03  -7726.5104  -7726.5747      0.0000
      2069        12  0.214133E-03  -7727.1136  -7727.1779      0.0000
      2070        12  0.214133E-03  -7727.0444  -7727.1086      0.0000
      2071        12  0.214133E-03  -7727.0337  -7727.0979      0.0000
      2072        12  0.214133E-03  -7726.5182  -7726.5825      0.0000
      2073        12  0.214133E-03  -7726.5817  -7726.6459      0.0000
      2074        12  0.214133E-03  -7727.0196  -7727.0838      0.0000
      2075        12  0.214133E-03  -7727.0684  -7727.1326      0.0000
      2076        12  0.214133E-03  -7726.4461  -7726.5104      0.0000
      2077        12  0.214133E-03  -7726.5404  -7726.6046      0.0000
