 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
      1444        12  0.214133E-03  -7727.3673  -7727.4316      0.0000
      1445        12  0.214133E-03  -7726.8001  -7726.8644      0.0000
      1446        12  0.214133E-03  -7726.7490  -7726.8133      0.0000
      1447        12  0.214133E-03  -7726.7427  -7726.8069      0.0000
      1448        12  0.214133E-03  -7726.8518  -7726.9160      0.0000
      1449        12  0.214133E-03  -7726.8608  -7726.9250      0.0000
      1450        12  0.214133E-03  -7726.9143  -7726.9785      0.0000
      1451        12  0.214133E-03  -7726.9098  -7726.9740      0.0000
      1452        12  0.214133E-03  -7726.8298  -7726.8940      0.0000
      1453        12  0.214133E-03  -7726.8481  -7726.9124      0.0000
      1454        12  0.214133E-03  -7726.8910  -7726.9552      0.0000
      1455        12  0.214133E-03  -7726.8603  -7726.9245      0.0000
      1456        12  0.214133E-03  -7726.8450  -7726.9092      0.0000
      1457        12  0.214133E-03  -7726.8272  -7726.8915      0.0000
      1458        12  0.214133E-03  -7727.0567  -7727.1209      0.0000
      1459        12  0.214133E-03  -7727.7457  -7727.8099      0.0002
      1460        12  0.214133E-03  -7727.6471  -7727.7113      0.0000
      1461        12  0.214133E-03  -7726.9485  -7727.0127      0.0000
      1462        12  0.214133E-03  -7727.5109  -7727.5752      0.0000
      1463        12  0.214133E-03  -7727.5256  -7727.5899      0.0000
      1464        12  0.214133E-03  -7726.9174  -7726.9817      0.0000
      1465        12  0.214133E-03  -7727.5076  -7727.5719      0.0000
      1466        12  0.214133E-03  -7727.4773  -7727.5415      0.0000
      1467        12  0.214133E-03  -7726.7421  -7726.8063      0.0000
      1468        12  0.214133E-03  -7727.4138  -7727.4781      0.0000
      1469        12  0.214133E-03  -7727.4777  -7727.5420      0.0000
      1470        12  0.214133E-03  -7726.9424  -7727.0067      0.0000
      1471        12  0.214133E-03  -7727.4214  -7727.4856      0.0000
      1472        12  0.214133E-03  -7727.4041  -7727.4683      0.0000
      1473        12  0.214133E-03  -7726.7954  -7726.8597      0.0000
      1474        12  0.214133E-03  -7726.9495  -7727.0138      0.0000
      1475        12  0.214133E-03  -7726.9046  -7726.9688      0.0000
      1476        12  0.214133E-03  -7726.9025  -7726.9668      0.0000
      1477        12  0.214133E-03  -7726.8752  -7726.9395      0.0000
      1478        12  0.214133E-03  -7726.9088  -7726.9731      0.0000
      1479        12  0.214133E-03  -7727.5611  -7727.6253      0.0000
      1480        12  0.214133E-03  -7727.7313  -7727.7955      0.0001
      1481        12  0.214133E-03  -7727.0038  -7727.0680      0.0000
      1482        12  0.214133E-03  -7727.1188  -7727.1831      0.0000
      1483        12  0.214133E-03  -7727.5611  -7727.6253      0.0000
      1484        12  0.214133E-03  -7727.6059  -7727.6701      0.0000
      1485        12  0.214133E-03  -7726.9325  -7726.9968      0.0000
      1486        12  0.214133E-03  -7727.4449  -7727.5092      0.0000
      1487        12  0.214133E-03  -7727.4513  -7727.5156      0.0000
      1488        12  0.214133E-03  -7727.4270  -7727.4913      0.0000
      1489        12  0.214133E-03  -7726.9061  -7726.9703      0.0000
      1490        12  0.214133E-03  -7727.5044  -7727.5686      0.0000
      1491        12  0.214133E-03  -7727.4577  -7727.5219      0.0000
      1492        12  0.214133E-03  -7727.4645  -7727.5288      0.0000
      1493        12  0.214133E-03  -7726.8393  -7726.9035      0.0000
      1494        12  0.214133E-03  -7726.8584  -7726.9226      0.0000
      1495        12  0.214133E-03  -7727.4363  -7727.5005      0.0000
      1496        12  0.214133E-03  -7727.4562  -7727.5204      0.0000
      1497        12  0.214133E-03  -7726.7209  -7726.7851      0.0000
      1498        12  0.214133E-03  -7727.3439  -7727.4081      0.0000
      1499        12  0.214133E-03  -7727.3864  -7727.4506      0.0000
      1500        12  0.214133E-03  -7727.3610  -7727.4252      0.0000
      1501        12  0.214133E-03  -7726.7225  -7726.7868      0.0000
      1502        12  0.214133E-03  -7727.4190  -7727.4833      0.0000
      1503        12  0.214133E-03  -7727.3442  -7727.4084      0.0000
      1504        12  0.214133E-03  -7727.3965  -7727.4607      0.0000
      1505        12  0.214133E-03  -7726.8953  -7726.9595      0.0000
      1506        12  0.214133E-03  -7726.8968  -7726.9611      0.0000
      1507        12  0.214133E-03  -7727.3537  -7727.4180      0.0000
      1508        12  0.214133E-03  -7727.3563  -7727.4205      0.0000
      1509        12  0.214133E-03  -7726.7552  -7726.8194      0.0000
      1510        12  0.214133E-03  -7726.8588  -7726.9230      0.0000
      1511        12  0.214133E-03  -7726.9165  -7726.9808      0.0000
      1512        12  0.214133E-03  -7726.8662  -7726.9305      0.0000
      1513        12  0.214133E-03  -7726.8102  -7726.8745      0.0000
      1514        12  0.214133E-03  -7726.8552  -7726.9194      0.0000
      1515        12  0.214133E-03  -7726.8814  -7726.9456      0.0000
      1516        12  0.214133E-03  -7726.8047  -7726.8689      0.0000
      1517        12  0.214133E-03  -7726.8859  -7726.9501      0.0000
      1518        12  0.214133E-03  -7726.8136  -7726.8778      0.0000
      1519        12  0.214133E-03  -7726.8967  -7726.9610      0.0000
      1520        12  0.214133E-03  -7726.8470  -7726.9112      0.0000
      1521        12  0.214133E-03  -7726.8982  -7726.9624      0.0000
      1522        12  0.214133E-03  -7727.4462  -7727.5105      0.0000
      1523        12  0.214133E-03  -7727.3918  -7727.4561      0.0000
      1524        12  0.214133E-03  -7726.8296  -7726.8938      0.0000
      1525        12  0.214133E-03  -7727.4209  -7727.4852      0.0000
      1526        12  0.214133E-03  -7727.4553  -7727.5196      0.0000
      1527        12  0.214133E-03  -7726.6798  -7726.7440      0.0000
      1528        12  0.214133E-03  -7727.3468  -7727.4110      0.0000
      1529        12  0.214133E-03  -7727.3337  -7727.3979      0.0000
      1530        12  0.214133E-03  -7726.8657  -7726.9300      0.0000
      1531        12  0.214133E-03  -7727.3351  -7727.3993      0.0000
      1532        12  0.214133E-03  -7727.3949  -7727.4592      0.0000
      1533        12  0.214133E-03  -7726.7219  -7726.7861      0.0000
      1534        12  0.214133E-03  -7726.7767  -7726.8410      0.0000
      1535        12  0.214133E-03  -7726.8458  -7726.9100      0.0000
      1536        12  0.214133E-03  -7726.8167  -7726.8810      0.0000
      1537        12  0.214133E-03  -7726.8837  -7726.9480      0.0000
      1538        12  0.214133E-03  -7726.7944  -7726.8586      0.0000
      1539        12  0.214133E-03  -7727.0082  -7727.0725      0.0000
      1540        12  0.214133E-03  -7727.5565  -7727.6208      0.0000
      1541        12  0.214133E-03  -7727.5586  -7727.6229      0.0000
      1542        12  0.214133E-03  -7727.5421  -7727.6063      0.0000
      1543        12  0.214133E-03  -7727.5632  -7727.6274      0.0000
      1544        12  0.214133E-03  -7726.9959  -7727.0601      0.0000
      1545        12  0.214133E-03  -7726.7939  -7726.8581      0.0000
      1546        12  0.214133E-03  -7727.4601  -7727.5243      0.0000
      1547        12  0.214133E-03  -7727.4695  -7727.5338      0.0000
      1548        12  0.214133E-03  -7727.4481  -7727.5124      0.0000
      1549        12  0.214133E-03  -7727.4893  -7727.5536      0.0000
      1550        12  0.214133E-03  -7727.0126  -7727.0768      0.0000
      1551        12  0.214133E-03  -7726.8229  -7726.8872      0.0000
      1552        12  0.214133E-03  -7726.9795  -7727.0437      0.0000
      1553        12  0.214133E-03  -7726.9739  -7727.0382      0.0000
      1554        12  0.214133E-03  -7726.9791  -7727.0433      0.0000
      1555        12  0.214133E-03  -7726.9821  -7727.0463      0.0000
      1556        12  0.214133E-03  -7726.9466  -7727.0108      0.0000
      1557        12  0.214133E-03  -7726.8454  -7726.9096      0.0000
      1558        12  0.214133E-03  -7727.4370  -7727.5012      0.0000
      1559        12  0.214133E-03  -7727.4272  -7727.4914      0.0000
      1560        12  0.214133E-03  -7727.3980  -7727.4622      0.0000
      1561        12  0.214133E-03  -7726.8262  -7726.8905      0.0000
      1562        12  0.214133E-03  -7727.4525  -7727.5167      0.0000
      1563        12  0.214133E-03  -7726.6770  -7726.7413      0.0000
      1564        12  0.214133E-03  -7727.3128  -7727.3770      0.0000
      1565        12  0.214133E-03  -7727.3645  -7727.4288      0.0000
      1566        12  0.214133E-03  -7727.3181  -7727.3823      0.0000
      1567        12  0.214133E-03  -7726.8031  -7726.8673      0.0000
      1568        12  0.214133E-03  -7727.3851  -7727.4494      0.0000
      1569        12  0.214133E-03  -7726.7342  -7726.7984      0.0000
      1570        12  0.214133E-03  -7726.8266  -7726.8908      0.0000
      1571        12  0.214133E-03  -7726.7912  -7726.8555      0.0000
      1572        12  0.214133E-03  -7726.8013  -7726.8655      0.0000
      1573        12  0.214133E-03  -7726.8578  -7726.9221      0.0000
      1574        12  0.214133E-03  -7726.8360  -7726.9002      0.0000
      1575        12  0.214133E-03  -7726.1721  -7726.2363      0.0000
      1576        12  0.214133E-03  -7726.7710  -7726.8353      0.0000
      1577        12  0.214133E-03  -7726.7826  -7726.8468      0.0000
      1578        12  0.214133E-03  -7726.8007  -7726.8649      0.0000
      1579        12  0.214133E-03  -7726.8098  -7726.8740      0.0000
      1580        12  0.214133E-03  -7726.7609  -7726.8252      0.0000
      1581        12  0.214133E-03  -7726.0352  -7726.0994      0.0000
      1582        12  0.214133E-03  -7726.7056  -7726.7698      0.0000
      1583        12  0.214133E-03  -7726.7095  -7726.7738      0.0000
      1584        12  0.214133E-03  -7726.6823  -7726.7465      0.0000
      1585        12  0.214133E-03  -7726.7008  -7726.7651      0.0000
      1586        12  0.214133E-03  -7726.7500  -7726.8143      0.0000
      1587        12  0.214133E-03  -7726.1341  -7726.1983      0.0000
      1588        12  0.214133E-03  -7726.2015  -7726.2658      0.0000
      1589        12  0.214133E-03  -7726.1743  -7726.2386      0.0000
      1590        12  0.214133E-03  -7726.2036  -7726.2679      0.0000
      1591        12  0.214133E-03  -7726.2451  -7726.3093      0.0000
      1592        12  0.214133E-03  -7726.2273  -7726.2915      0.0000
      1593        12  0.214133E-03  -7726.8135  -7726.8778      0.0000
      1594        12  0.214133E-03  -7727.3613  -7727.4255      0.0000
      1595        12  0.214133E-03  -7726.8075  -7726.8718      0.0000
      1596        12  0.214133E-03  -7727.3491  -7727.4133      0.0000
      1597        12  0.214133E-03  -7727.3413  -7727.4056      0.0000
      1598        12  0.214133E-03  -7727.4010  -7727.4653      0.0000
      1599        12  0.214133E-03  -7726.6306  -7726.6948      0.0000
      1600        12  0.214133E-03  -7727.2731  -7727.3373      0.0000
      1601        12  0.214133E-03  -7726.7837  -7726.8480      0.0000
      1602        12  0.214133E-03  -7727.2606  -7727.3248      0.0000
      1603        12  0.214133E-03  -7727.2578  -7727.3221      0.0000
      1604        12  0.214133E-03  -7727.3013  -7727.3656      0.0000
      1605        12  0.214133E-03  -7726.6651  -7726.7293      0.0000
      1606        12  0.214133E-03  -7726.7217  -7726.7860      0.0000
      1607        12  0.214133E-03  -7726.7464  -7726.8106      0.0000
      1608        12  0.214133E-03  -7726.7303  -7726.7945      0.0000
      1609        12  0.214133E-03  -7726.8258  -7726.8901      0.0000
      1610        12  0.214133E-03  -7726.7675  -7726.8317      0.0000
      1611        12  0.214133E-03  -7726.8564  -7726.9207      0.0000
      1612        12  0.214133E-03  -7726.8171  -7726.8813      0.0000
      1613        12  0.214133E-03  -7727.3877  -7727.4519      0.0000
      1614        12  0.214133E-03  -7727.3612  -7727.4254      0.0000
      1615        12  0.214133E-03  -7727.4070  -7727.4713      0.0000
      1616        12  0.214133E-03  -7727.4412  -7727.5055      0.0000
      1617        12  0.214133E-03  -7726.6547  -7726.7190      0.0000
      1618        12  0.214133E-03  -7726.7887  -7726.8529      0.0000
      1619        12  0.214133E-03  -7727.3199  -7727.3841      0.0000
      1620        12  0.214133E-03  -7727.2740  -7727.3382      0.0000
      1621        12  0.214133E-03  -7727.2967  -7727.3609      0.0000
      1622        12  0.214133E-03  -7727.3707  -7727.4349      0.0000
      1623        12  0.214133E-03  -7726.6645  -7726.7288      0.0000
      1624        12  0.214133E-03  -7726.7824  -7726.8466      0.0000
      1625        12  0.214133E-03  -7726.8097  -7726.8740      0.0000
      1626        12  0.214133E-03  -7726.8273  -7726.8916      0.0000
      1627        12  0.214133E-03  -7726.8600  -7726.9242      0.0000
      1628        12  0.214133E-03  -7726.7689  -7726.8331      0.0000
      1629        12  0.214133E-03  -7726.7055  -7726.7697      0.0000
      1630        12  0.214133E-03  -7726.6700  -7726.7343      0.0000
      1631        12  0.214133E-03  -7726.6566  -7726.7208      0.0000
      1632        12  0.214133E-03  -7726.7009  -7726.7651      0.0000
      1633        12  0.214133E-03  -7726.7121  -7726.7764      0.0000
      1634        12  0.214133E-03  -7726.7002  -7726.7645      0.0000
      1635        12  0.214133E-03  -7726.7064  -7726.7707      0.0000
      1636        12  0.214133E-03  -7726.6415  -7726.7058      0.0000
      1637        12  0.214133E-03  -7726.0467  -7726.1110      0.0000
      1638        12  0.214133E-03  -7726.6925  -7726.7567      0.0000
      1639        12  0.214133E-03  -7726.6775  -7726.7417      0.0000
      1640        12  0.214133E-03  -7725.8620  -7725.9263      0.0000
      1641        12  0.214133E-03  -7726.6121  -7726.6763      0.0000
      1642        12  0.214133E-03  -7726.6040  -7726.6682      0.0000
      1643        12  0.214133E-03  -7726.5781  -7726.6423      0.0000
      1644        12  0.214133E-03  -7726.5475  -7726.6117      0.0000
      1645        12  0.214133E-03  -7726.6508  -7726.7151      0.0000
      1646        12  0.214133E-03  -7726.5815  -7726.6457      0.0000
      1647        12  0.214133E-03  -7726.5422  -7726.6064      0.0000
      1648        12  0.214133E-03  -7726.5892  -7726.6534      0.0000
      1649        12  0.214133E-03  -7726.0849  -7726.1491      0.0000
      1650        12  0.214133E-03  -7726.5984  -7726.6627      0.0000
      1651        12  0.214133E-03  -7726.6048  -7726.6691      0.0000
      1652        12  0.214133E-03  -7725.9940  -7726.0582      0.0000
      1653        12  0.214133E-03  -7726.0829  -7726.1472      0.0000
      1654        12  0.214133E-03  -7726.0616  -7726.1258      0.0000
      1655        12  0.214133E-03  -7726.1004  -7726.1646      0.0000
      1656        12  0.214133E-03  -7725.9777  -7726.0419      0.0000
      1657        12  0.214133E-03  -7726.0967  -7726.1609      0.0000
      1658        12  0.214133E-03  -7726.0975  -7726.1617      0.0000
      1659        12  0.214133E-03  -7726.0579  -7726.1221      0.0000
      1660        12  0.214133E-03  -7726.1191  -7726.1834      0.0000
      1661        12  0.214133E-03  -7726.0634  -7726.1277      0.0000
      1662        12  0.214133E-03  -7726.0888  -7726.1530      0.0000
      1663        12  0.214133E-03  -7726.0679  -7726.1322      0.0000
      1664        12  0.214133E-03  -7727.2551  -7727.3193      0.0000
      1665        12  0.214133E-03  -7727.2200  -7727.2842      0.0000
      1666        12  0.214133E-03  -7727.2576  -7727.3218      0.0000
      1667        12  0.214133E-03  -7727.2758  -7727.3401      0.0000
      1668        12  0.214133E-03  -7727.2133  -7727.2775      0.0000
      1669        12  0.214133E-03  -7727.2212  -7727.2854      0.0000
      1670        12  0.214133E-03  -7727.2134  -7727.2777      0.0000
      1671        12  0.214133E-03  -7726.6455  -7726.7097      0.0000
      1672        12  0.214133E-03  -7727.2123  -7727.2765      0.0000
      1673        12  0.214133E-03  -7726.6197  -7726.6840      0.0000
      1674        12  0.214133E-03  -7726.4760  -7726.5403      0.0000
      1675        12  0.214133E-03  -7726.6257  -7726.6899      0.0000
      1676        12  0.214133E-03  -7727.1645  -7727.2287      0.0000
      1677        12  0.214133E-03  -7727.0911  -7727.1554      0.0000
      1678        12  0.214133E-03  -7727.1404  -7727.2047      0.0000
      1679        12  0.214133E-03  -7726.9675  -7727.0317      0.0000
      1680        12  0.214133E-03  -7727.1573  -7727.2215      0.0000
      1681        12  0.214133E-03  -7727.1532  -7727.2175      0.0000
      1682        12  0.214133E-03  -7727.1677  -7727.2319      0.0000
      1683        12  0.214133E-03  -7726.6869  -7726.7511      0.0000
      1684        12  0.214133E-03  -7727.1538  -7727.2180      0.0000
      1685        12  0.214133E-03  -7726.6444  -7726.7086      0.0000
      1686        12  0.214133E-03  -7726.5298  -7726.5940      0.0000
      1687        12  0.214133E-03  -7726.6405  -7726.7047      0.0000
      1688        12  0.214133E-03  -7726.6407  -7726.7049      0.0000
      1689        12  0.214133E-03  -7726.6436  -7726.7078      0.0000
      1690        12  0.214133E-03  -7726.7020  -7726.7663      0.0000
      1691        12  0.214133E-03  -7726.5657  -7726.6299      0.0000
      1692        12  0.214133E-03  -7726.6193  -7726.6836      0.0000
      1693        12  0.214133E-03  -7726.6363  -7726.7005      0.0000
      1694        12  0.214133E-03  -7726.6650  -7726.7293      0.0000
      1695        12  0.214133E-03  -7726.6371  -7726.7013      0.0000
      1696        12  0.214133E-03  -7726.6631  -7726.7274      0.0000
      1697        12  0.214133E-03  -7726.6529  -7726.7172      0.0000
      1698        12  0.214133E-03  -7727.1947  -7727.2590      0.0000
      1699        12  0.214133E-03  -7727.2254  -7727.2896      0.0000
      1700        12  0.214133E-03  -7727.2701  -7727.3343      0.0000
      1701        12  0.214133E-03  -7727.1922  -7727.2565      0.0000
      1702        12  0.214133E-03  -7727.2284  -7727.2927      0.0000
      1703        12  0.214133E-03  -7727.1708  -7727.2350      0.0000
      1704        12  0.214133E-03  -7726.6220  -7726.6863      0.0000
      1705        12  0.214133E-03  -7726.6029  -7726.6671      0.0000
      1706        12  0.214133E-03  -7727.1434  -7727.2076      0.0000
      1707        12  0.214133E-03  -7726.4764  -7726.5406      0.0000
      1708        12  0.214133E-03  -7727.0855  -7727.1497      0.0000
      1709        12  0.214133E-03  -7726.6193  -7726.6835      0.0000
      1710        12  0.214133E-03  -7726.8794  -7726.9437      0.0000
      1711        12  0.214133E-03  -7727.0989  -7727.1631      0.0000
      1712        12  0.214133E-03  -7727.1722  -7727.2364      0.0000
      1713        12  0.214133E-03  -7727.0904  -7727.1547      0.0000
      1714        12  0.214133E-03  -7727.1802  -7727.2445      0.0000
      1715        12  0.214133E-03  -7727.1457  -7727.2099      0.0000
      1716        12  0.214133E-03  -7726.6620  -7726.7263      0.0000
      1717        12  0.214133E-03  -7726.6214  -7726.6856      0.0000
      1718        12  0.214133E-03  -7727.1436  -7727.2078      0.0000
      1719        12  0.214133E-03  -7726.5074  -7726.5717      0.0000
      1720        12  0.214133E-03  -7726.6090  -7726.6732      0.0000
      1721        12  0.214133E-03  -7726.6292  -7726.6934      0.0000
      1722        12  0.214133E-03  -7726.5512  -7726.6154      0.0000
      1723        12  0.214133E-03  -7726.6729  -7726.7371      0.0000
      1724        12  0.214133E-03  -7726.6317  -7726.6960      0.0000
      1725        12  0.214133E-03  -7726.6561  -7726.7204      0.0000
      1726        12  0.214133E-03  -7726.5849  -7726.6491      0.0000
      1727        12  0.214133E-03  -7726.6169  -7726.6812      0.0000
      1728        12  0.214133E-03  -7726.6210  -7726.6852      0.0000
      1729        12  0.214133E-03  -7726.6751  -7726.7393      0.0000
      1730        12  0.214133E-03  -7726.6014  -7726.6656      0.0000
      1731        12  0.214133E-03  -7727.2340  -7727.2982      0.0000
      1732        12  0.214133E-03  -7727.2706  -7727.3348      0.0000
      1733        12  0.214133E-03  -7726.6190  -7726.6832      0.0000
      1734        12  0.214133E-03  -7727.1495  -7727.2137      0.0000
      1735        12  0.214133E-03  -7727.1666  -7727.2308      0.0000
      1736        12  0.214133E-03  -7726.6307  -7726.6950      0.0000
      1737        12  0.214133E-03  -7727.1743  -7727.2386      0.0000
      1738        12  0.214133E-03  -7727.1697  -7727.2340      0.0000
      1739        12  0.214133E-03  -7726.4577  -7726.5219      0.0000
      1740        12  0.214133E-03  -7726.8846  -7726.9489      0.0000
      1741        12  0.214133E-03  -7727.0938  -7727.1581      0.0000
      1742        12  0.214133E-03  -7726.6051  -7726.6694      0.0000
      1743        12  0.214133E-03  -7727.1245  -7727.1888      0.0000
      1744        12  0.214133E-03  -7727.1253  -7727.1895      0.0000
      1745        12  0.214133E-03  -7726.6225  -7726.6867      0.0000
      1746        12  0.214133E-03  -7727.1406  -7727.2048      0.0000
      1747        12  0.214133E-03  -7727.1108  -7727.1751      0.0000
      1748        12  0.214133E-03  -7726.6601  -7726.7243      0.0000
      1749        12  0.214133E-03  -7727.1400  -7727.2042      0.0000
      1750        12  0.214133E-03  -7727.1065  -7727.1708      0.0000
      1751        12  0.214133E-03  -7726.5127  -7726.5769      0.0000
      1752        12  0.214133E-03  -7726.5277  -7726.5920      0.0000
      1753        12  0.214133E-03  -7726.6094  -7726.6736      0.0000
      1754        12  0.214133E-03  -7726.6174  -7726.6817      0.0000
      1755        12  0.214133E-03  -7726.6574  -7726.7216      0.0000
      1756        12  0.214133E-03  -7726.6036  -7726.6678      0.0000
      1757        12  0.214133E-03  -7726.6550  -7726.7193      0.0000
      1758        12  0.214133E-03  -7726.5821  -7726.6463      0.0000
      1759        12  0.214133E-03  -7726.6446  -7726.7088      0.0000
      1760        12  0.214133E-03  -7726.5962  -7726.6605      0.0000
      1761        12  0.214133E-03  -7726.5908  -7726.6550      0.0000
      1762        12  0.214133E-03  -7726.6101  -7726.6743      0.0000
      1763        12  0.214133E-03  -7727.2923  -7727.3566      0.0000
      1764        12  0.214133E-03  -7727.1634  -7727.2276      0.0000
      1765        12  0.214133E-03  -7727.2214  -7727.2856      0.0000
      1766        12  0.214133E-03  -7726.5981  -7726.6624      0.0000
      1767        12  0.214133E-03  -7726.6454  -7726.7096      0.0000
      1768        12  0.214133E-03  -7727.1963  -7727.2605      0.0000
      1769        12  0.214133E-03  -7727.2220  -7727.2862      0.0000
      1770        12  0.214133E-03  -7726.4778  -7726.5420      0.0000
      1771        12  0.214133E-03  -7727.1288  -7727.1930      0.0000
      1772        12  0.214133E-03  -7726.9175  -7726.9817      0.0000
      1773        12  0.214133E-03  -7727.0765  -7727.1407      0.0000
      1774        12  0.214133E-03  -7726.6334  -7726.6976      0.0000
      1775        12  0.214133E-03  -7727.1945  -7727.2588      0.0000
      1776        12  0.214133E-03  -7727.1283  -7727.1926      0.0000
      1777        12  0.214133E-03  -7727.1663  -7727.2305      0.0000
      1778        12  0.214133E-03  -7726.6363  -7726.7005      0.0000
      1779        12  0.214133E-03  -7726.6722  -7726.7364      0.0000
      1780        12  0.214133E-03  -7727.1182  -7727.1824      0.0000
      1781        12  0.214133E-03  -7727.1800  -7727.2443      0.0000
      1782        12  0.214133E-03  -7726.5214  -7726.5856      0.0000
      1783        12  0.214133E-03  -7726.6355  -7726.6997      0.0000
      1784        12  0.214133E-03  -7726.5586  -7726.6228      0.0000
      1785        12  0.214133E-03  -7726.6325  -7726.6968      0.0000
      1786        12  0.214133E-03  -7726.6902  -7726.7545      0.0000
      1787        12  0.214133E-03  -7726.6317  -7726.6959      0.0000
      1788        12  0.214133E-03  -7726.6478  -7726.7120      0.0000
      1789        12  0.214133E-03  -7726.6074  -7726.6716      0.0000
      1790        12  0.214133E-03  -7726.6934  -7726.7577      0.0000
      1791        12  0.214133E-03  -7726.5929  -7726.6572      0.0000
      1792        12  0.214133E-03  -7726.6698  -7726.7340      0.0000
      1793        12  0.214133E-03  -7726.6069  -7726.6711      0.0000
      1794        12  0.214133E-03  -7727.2431  -7727.3073      0.0000
      1795        12  0.214133E-03  -7726.6417  -7726.7059      0.0000
      1796        12  0.214133E-03  -7727.1789  -7727.2432      0.0000
      1797        12  0.214133E-03  -7726.6393  -7726.7035      0.0000
      1798        12  0.214133E-03  -7727.2563  -7727.3205      0.0000
      1799        12  0.214133E-03  -7727.2309  -7727.2951      0.0000
      1800        12  0.214133E-03  -7726.4433  -7726.5075      0.0000
      1801        12  0.214133E-03  -7727.1425  -7727.2068      0.0000
      1802        12  0.214133E-03  -7727.1751  -7727.2393      0.0000
      1803        12  0.214133E-03  -7727.1526  -7727.2168      0.0000
      1804        12  0.214133E-03  -7727.1386  -7727.2029      0.0000
      1805        12  0.214133E-03  -7726.6570  -7726.7212      0.0000
      1806        12  0.214133E-03  -7727.1687  -7727.2329      0.0000
      1807        12  0.214133E-03  -7726.6712  -7726.7354      0.0000
      1808        12  0.214133E-03  -7727.1716  -7727.2359      0.0000
      1809        12  0.214133E-03  -7726.6919  -7726.7562      0.0000
      1810        12  0.214133E-03  -7727.2022  -7727.2664      0.0000
      1811        12  0.214133E-03  -7727.2092  -7727.2735      0.0000
      1812        12  0.214133E-03  -7726.5203  -7726.5846      0.0000
      1813        12  0.214133E-03  -7726.6584  -7726.7226      0.0000
      1814        12  0.214133E-03  -7726.6766  -7726.7409      0.0000
      1815        12  0.214133E-03  -7726.6687  -7726.7330      0.0000
      1816        12  0.214133E-03  -7726.7082  -7726.7725      0.0000
      1817        12  0.214133E-03  -7726.6743  -7726.7385      0.0000
      1818        12  0.214133E-03  -7726.6862  -7726.7504      0.0000
      1819        12  0.214133E-03  -7726.6791  -7726.7433      0.0000
      1820        12  0.214133E-03  -7726.6939  -7726.7581      0.0000
      1821        12  0.214133E-03  -7726.6898  -7726.7540      0.0000
      1822        12  0.214133E-03  -7726.6757  -7726.7400      0.0000
      1823        12  0.214133E-03  -7726.6067  -7726.6709      0.0000
      1824        12  0.214133E-03  -7727.2691  -7727.3333      0.0000
      1825        12  0.214133E-03  -7727.2399  -7727.3041      0.0000
      1826        12  0.214133E-03  -7726.6332  -7726.6974      0.0000
      1827        12  0.214133E-03  -7727.2345  -7727.2987      0.0000
      1828        12  0.214133E-03  -7727.2275  -7727.2918      0.0000
      1829        12  0.214133E-03  -7726.4954  -7726.5596      0.0000
      1830        12  0.214133E-03  -7727.1695  -7727.2337      0.0000
      1831        12  0.214133E-03  -7727.1418  -7727.2061      0.0000
      1832        12  0.214133E-03  -7726.6449  -7726.7092      0.0000
      1833        12  0.214133E-03  -7727.1533  -7727.2176      0.0000
      1834        12  0.214133E-03  -7727.2063  -7727.2706      0.0000
      1835        12  0.214133E-03  -7726.6349  -7726.6991      0.0000
      1836        12  0.214133E-03  -7727.1621  -7727.2264      0.0000
      1837        12  0.214133E-03  -7727.0857  -7727.1500      0.0000
      1838        12  0.214133E-03  -7726.6720  -7726.7362      0.0000
      1839        12  0.214133E-03  -7726.9053  -7726.9695      0.0000
      1840        12  0.214133E-03  -7727.1144  -7727.1786      0.0000
      1841        12  0.214133E-03  -7726.5230  -7726.5872      0.0000
      1842        12  0.214133E-03  -7726.6026  -7726.6668      0.0000
      1843        12  0.214133E-03  -7726.6658  -7726.7301      0.0000
      1844        12  0.214133E-03  -7726.6695  -7726.7337      0.0000
      1845        12  0.214133E-03  -7726.6937  -7726.7580      0.0000
      1846        12  0.214133E-03  -7726.6446  -7726.7088      0.0000
      1847        12  0.214133E-03  -7726.6452  -7726.7094      0.0000
      1848        12  0.214133E-03  -7726.5938  -7726.6580      0.0000
      1849        12  0.214133E-03  -7726.6572  -7726.7215      0.0000
      1850        12  0.214133E-03  -7726.6348  -7726.6991      0.0000
      1851        12  0.214133E-03  -7726.5781  -7726.6423      0.0000
      1852        12  0.214133E-03  -7726.6080  -7726.6723      0.0000
      1853        12  0.214133E-03  -7727.2497  -7727.3140      0.0000
      1854        12  0.214133E-03  -7726.6671  -7726.7313      0.0000
      1855        12  0.214133E-03  -7727.2555  -7727.3197      0.0000
      1856        12  0.214133E-03  -7727.2408  -7727.3051      0.0000
      1857        12  0.214133E-03  -7726.4802  -7726.5445      0.0000
      1858        12  0.214133E-03  -7727.1340  -7727.1983      0.0000
      1859        12  0.214133E-03  -7727.1975  -7727.2617      0.0000
      1860        12  0.214133E-03  -7727.1360  -7727.2002      0.0000
      1861        12  0.214133E-03  -7727.1676  -7727.2319      0.0000
      1862        12  0.214133E-03  -7726.6595  -7726.7237      0.0000
      1863        12  0.214133E-03  -7727.0882  -7727.1524      0.0000
      1864        12  0.214133E-03  -7726.6274  -7726.6916      0.0000
